Energy_Consumption_Reduction,Waste_Management,Utilization_Of_Alternative_Materials,Soil_Preservation(m^3),Renewable_Energy_Utilization(MW),Water_Demand_Reduction(Building),Waste_Demand_Reduction(Landscape),Waste_Water_Treatment(KLD),Social_Benefits,VOC/Lead Free Paints,EPI(Energy Performance Index),Daylight_Factor,EPR(Energy performane Reduction),Air_Pollution_Control,Building Performance(kWh /sqm/year),Water_Consumption_in_building(KL/annum),Renewable_Energy_REC(kWH/annum),Green_Rating
65,1,38.41166554,8,0.049103534,51.71670019,51.09036171,13,1,1,98.68542914,61.12656034,38.47556235,1,131.7014878,26,44,2
28,1,43.86,8,0.055,44.16180797,57.47739281,15,1,1,64.62206609,82.07027495,33.93731428,1,101.26,0,41,2
54,1,79.29212246,25,0.039221534,50.96087342,44.07347696,14,1,1,52.21807914,69.4438116,25.30813353,0,92.49979587,20,24,2
77,1,32.84391533,8,0.04307783,50.9775472,49.90530665,13,1,1,56.465332,55.68133278,30.46941072,1,162.8101873,53,48,2
77,1,65.18459652,22,0.034973629,53.0729745,42.54958384,13,1,1,42.64061123,56.95125497,23.74618163,0,132.7991807,49,32,2
16,1,43.86,8,0.055,47.08633195,55.63065676,14,1,1,55.5,76.5537025,28904.96739,1,101.26,0,41,2
78,1,64.47623857,21,0.035074823,53.02318705,42.68548737,13,1,1,42.48477248,56.86969261,23.79920728,0,133.7232842,49,32,2
59,1,41.15393219,8,0.052071355,52.0807529,51.67403319,13,1,1,119.479962,63.8084813,42.41880725,1,116.379617,13,42,2
45,1,43.86,8,0.055,49.86435563,53.8764306,13,1,1,116.5472037,71.31347572,42.46041084,1,101.26,0,41,2
38,1,59.62256043,15,0.047980691,46.6303464,51.86562266,15,1,1,54.03998372,77.50223566,29.2672723,0,97.36287961,8,33,2
26,1,45.22509836,8,0.054392101,43.46054535,57.56921291,15,1,1,55.37355697,83.40073277,32.16522958,0,100.9224944,0,40,2
35,1,43.86,8,0.055,52.44,52.25,13,1,1,110.042409,66.455,24234.73903,1,101.26,0,41,2
33,1,53.80299354,12,0.050572233,45.349088,54.17105849,15,1,1,54.57902447,79.88645437,30.43864932,0,98.80170377,5,36,2
26,1,43.86,8,0.055,43.71254434,57.7610873,15,1,1,60.53124962,82.91772752,33.26583944,1,101.26,0,41,2
69,1,97.41355031,34,0.031151786,54.95055721,36.89462845,13,1,1,50.5395714,62.01964273,21.66060708,0,88.01947135,30,16,2
81,1,31.17997955,8,0.041277034,50.75664952,49.55115005,13,1,1,43.84775259,54.05401319,28.0767527,1,172.1070984,61,49,2
22,1,43.86,8,0.055,52.44,52.25,13,1,1,86.77841017,66.455,43018.61203,1,101.26,0,41,2
53,1,43.64577129,8,0.054768151,52.41155983,52.20440298,13,1,1,138.3755096,66.24548556,46.00194963,1,102.4569604,1,41,2
81,1,30.99350472,8,0.041075222,50.73189384,49.51146024,13,1,1,42.43371907,53.87164188,27.80861105,1,173.1489895,62,49,2
51,1,75.96174191,24,0.040704604,50.22764393,45.39281546,14,1,1,52.52655757,70.80823541,25.97848088,0,93.32319598,18,26,2
51,1,43.86,8,0.055,52.44,52.25,13,1,1,137.1823322,66.455,2321.357997,1,101.26,0,41,2
82,1,30.50422712,8,0.0405457,50.66693924,49.40732107,13,1,1,38.72354041,53.39313121,27.10505386,1,175.882731,64,49,2
31,1,52.11204917,12,0.051325236,44.97680313,54.84093029,15,1,1,54.73564917,80.57921748,30.77900685,0,99.21977124,4,37,2
58,1,83.4696392,27,0.037361222,51.88061169,42.41854336,13,1,1,51.83113424,67.73232452,24.46727248,0,91.46695062,22,22,2
22,1,43.86,8,0.055,52.44,52.25,13,1,1,88.04075807,66.455,41999.3641,1,101.26,0,41,2
73,1,89.57956701,31,0.031488633,54.78759242,37.8692345,13,1,1,48.00750474,59.76016157,21.92004384,0,100.9741992,37,20,2
33,1,43.86,8,0.055,46.10103621,56.25283705,15,1,1,82.27990944,78.4122803,36.83570821,1,101.26,0,41,2
48,1,43.86,8,0.055,50.86710731,53.2432275,13,1,1,125.6778629,69.42197053,43.9591356,1,101.26,0,41,2
40,1,43.86,8,0.055,48.32711572,54.8471446,14,1,1,102.5497067,74.2131939,40.16283351,1,101.26,0,41,2
68,1,96.41572902,34,0.031596131,54.73087301,37.28991782,13,1,1,50.63199517,62.42844019,21.86145105,0,88.26617173,29,16,2
33,1,43.86,8,0.055,45.98084349,56.32873461,15,1,1,81.18548218,78.63900159,36.65606672,1,101.26,0,41,2
51,1,75.86323409,23,0.040748471,50.20595606,45.43183958,14,1,1,52.53568192,70.84859309,25.99830878,0,93.34755096,18,26,2
56,1,42.5131338,8,0.053542353,52.26119525,51.96332934,13,1,1,129.7867505,65.13777263,44.37327248,1,108.7853477,6,41,2
16,1,43.86,8,0.055,46.73273294,55.85394235,14,1,1,55.5,77.2207015,26304.75494,1,101.26,0,41,2
52,1,43.86,8,0.055,52.44,52.25,13,1,1,139.1595503,66.455,724.9078587,1,101.26,0,41,2
49,1,43.86,8,0.055,51.14002034,53.07089233,13,1,1,128.1629007,68.90717069,44.36703471,1,101.26,0,41,2
38,1,43.86,8,0.055,47.62990083,55.28741176,14,1,1,96.20114438,75.52836056,39.12076772,1,101.26,0,41,2
80,1,31.69960922,8,0.041839404,50.82563355,49.66174944,13,1,1,47.78809014,54.56220801,28.82395468,1,169.2037707,58,48,2
75,1,81.85380324,28,0.032592314,54.2445816,39.35147746,13,1,1,46.30783671,58.87059506,22.49837244,0,111.0530098,41,24,2
39,1,60.8695363,16,0.047425394,46.90488544,51.37163008,15,1,1,53.92448185,76.99136204,29.01627787,0,97.05457849,9,33,2
74,1,34.1235706,8,0.044462739,51.14742929,50.17767195,13,1,1,66.16892277,56.93282824,32.30949221,1,155.6603675,47,47,2
62,1,34.98254736,8,0.045392367,47.92538583,52.46711704,14,1,1,42.30551772,64.06579516,28.55851638,1,150.8610052,42,46,2
58,1,83.51775386,27,0.037339796,51.8912048,42.39948262,13,1,1,51.82667759,67.71261242,24.45758784,0,91.4550548,22,22,2
43,1,43.86,8,0.055,52.44,52.25,13,1,1,123.8910176,66.455,13053.06267,1,101.26,0,41,2
33,1,54.52023402,13,0.050252835,45.50699844,53.8869219,15,1,1,54.51258965,79.59260808,30.29428136,0,98.62437392,6,36,2
73,1,90.6950623,32,0.031329277,54.86599581,37.65521876,13,1,1,48.25291371,59.88860289,21.83654105,0,99.51895587,36,19,2
29,1,48.73067538,10,0.052831014,44.23234677,56.18046989,15,1,1,55.04885087,81.96453271,31.45961824,0,100.0557789,2,38,2
29,1,43.86,8,0.055,52.44,52.25,13,1,1,98.7084327,66.455,33386.045,1,101.26,0,41,2
77,1,65.10614063,22,0.034984837,53.06746017,42.56463616,13,1,1,42.62335094,56.94222134,23.75205462,0,132.901532,49,32,2
47,1,43.86,8,0.055,50.56817926,53.43199025,13,1,1,122.9559426,69.98584289,43.51235413,1,101.26,0,41,2
34,1,43.86,8,0.055,46.40833472,56.05878863,14,1,1,85.07804785,77.83261861,37.29500028,1,101.26,0,41,2
33,1,43.86,8,0.055,45.92574738,56.3635259,15,1,1,80.68379887,78.74293019,36.57371941,1,101.26,0,41,2
62,1,88.53580046,30,0.035105183,52.99599739,40.41157103,13,1,1,51.36187812,65.6567686,23.44754284,0,90.21439775,25,20,2
49,1,43.86,8,0.055,51.41924957,52.8945687,13,1,1,130.7054514,68.38045649,44.78437409,1,101.26,0,41,2
34,1,43.86,8,0.055,46.29659506,56.12934838,14,1,1,84.06059075,78.04339478,37.12799283,1,101.26,0,41,2
54,1,78.91477304,25,0.039389574,50.87779471,44.22296487,14,1,1,52.25303135,69.59840791,25.38408736,0,92.59309138,19,24,2
50,1,43.86,8,0.055,51.5678476,52.80073417,13,1,1,132.0585261,68.10015386,45.00647049,1,101.26,0,41,2
32,1,43.86,8,0.055,52.44,52.25,13,1,1,104.3646719,66.455,28819.07095,1,101.26,0,41,2
72,1,97.48404083,34,0.030359423,55.34316401,36.35270474,13,1,1,49.74648898,60.67030527,21.32833751,0,90.66224844,33,16,2
77,1,67.40813873,22,0.03465598,53.22925775,42.12298138,13,1,1,43.12979052,57.20727997,23.57973362,0,129.898411,48,31,2
77,1,67.98512443,23,0.034573554,53.2698116,42.01228256,13,1,1,43.25672737,57.27371576,23.53654211,0,129.145692,48,31,2
44,1,43.86,8,0.055,49.78089718,53.92913174,13,1,1,115.7872642,71.47090462,42.33567283,1,101.26,0,41,2
36,1,43.86,8,0.055,46.95706734,55.71228291,14,1,1,90.07458948,76.79753623,38.11514268,1,101.26,0,41,2
72,1,97.8649825,35,0.030305002,55.36993877,36.27961836,13,1,1,49.83029615,60.71416799,21.29982131,0,90.16528282,33,16,2
51,1,43.86,8,0.055,52.09340881,52.46886039,13,1,1,136.8440781,67.10878004,45.79198062,1,101.26,0,41,2
33,1,53.81920452,12,0.050565014,45.35265707,54.16463647,15,1,1,54.57752292,79.8798129,30.43538634,0,98.79769578,5,36,2
62,1,34.99224229,8,0.04540286,47.92018163,52.47327955,14,1,1,42.31992721,64.08752132,28.56275529,1,150.8068367,42,46,2
6,1,43.86,8,0.055,51.26087844,52.9945746,13,1,1,55.5,68.67919427,59602.75593,1,101.26,0,41,2
39,1,43.86,8,0.055,48.00641745,55.0496545,14,1,1,99.62955547,74.81813173,39.68351402,1,101.26,0,41,2
61,1,87.08743807,29,0.035750161,52.67712032,40.98534338,13,1,1,51.49603352,66.25014828,23.73907285,0,90.57248948,24,20,2
81,1,45.10747192,14,0.03784179,51.66183946,46.4015236,13,1,1,38.22364382,54.63951748,25.24909782,0,158.9912238,59,42,2
47,1,38.63326199,8,0.049343357,45.96569486,54.78766509,14,1,1,47.7315438,72.24697818,30.15471628,1,130.4633616,25,44,2
73,1,94.02567745,33,0.030853475,55.10009047,37.01621645,13,1,1,48.98564904,60.27209943,21.58722072,0,95.1739305,34,17,2
26,1,43.86,8,0.055,43.63960637,57.80714511,15,1,1,59.86710544,83.05531147,33.15682547,1,101.26,0,41,2
38,1,43.86,8,0.055,47.50902902,55.36373814,14,1,1,95.10053363,75.75636283,38.94011126,1,101.26,0,41,2
50,1,74.21125573,23,0.041484122,49.8422501,46.0862749,14,1,1,52.68869737,71.5253922,26.33082313,0,93.75598451,17,26,2
35,1,43.86,8,0.055,46.52465051,55.98533922,14,1,1,86.13717332,77.61321043,37.46884727,1,101.26,0,41,2
39,1,43.86,8,0.055,52.44,52.25,13,1,1,116.8547177,66.455,18734.32862,1,101.26,0,41,2
51,1,43.86,8,0.055,52.44,52.25,13,1,1,137.9595007,66.455,1693.854763,1,101.26,0,41,2
49,1,72.84510155,22,0.042092491,49.54147231,46.62748025,14,1,1,52.81523819,72.08509199,26.60580606,0,94.09375117,16,27,2
40,1,61.99077639,17,0.046926088,47.15174201,50.92744804,15,1,1,53.82062634,76.53200112,28.79059186,0,96.77736416,10,32,2
81,1,44.33696637,13,0.037951862,51.60768392,46.5493506,13,1,1,38.0541326,54.55079927,25.30677566,0,159.9964033,59,42,2
37,1,59.06452259,15,0.048229194,46.50748663,52.08669073,15,1,1,54.09167229,77.73085822,29.37959556,0,97.50084835,8,33,2
51,1,75.35614444,23,0.040974286,50.09431324,45.6327244,14,1,1,52.58265139,71.05634268,26.10037705,0,93.47292332,17,26,2
50,1,43.86,8,0.055,51.71192478,52.70975439,13,1,1,133.3704358,67.82837896,45.22180999,1,101.26,0,41,2
82,1,30.3513613,8,0.040380261,50.41139047,49.52334005,13,1,1,35.42222531,53.68739409,26.53362551,1,176.7368384,65,49,2
82,1,30.51769297,8,0.040560274,50.66872692,49.41018718,13,1,1,38.82565162,53.40630074,27.1244171,1,175.8074932,64,49,2
64,1,90.79192397,31,0.034100497,53.49271429,39.51780212,13,1,1,51.15290337,64.73245723,22.99342464,0,89.65659593,26,19,2
75,1,78.71819443,27,0.033040258,54.02419309,39.95306641,13,1,1,45.61800277,58.5095521,22.73309516,0,115.1436355,42,25,2
24,1,43.86,8,0.055,52.44,52.25,13,1,1,90.0565238,66.455,40371.78976,1,101.26,0,41,2
63,1,90.27125687,31,0.034332358,53.3780822,39.72406568,13,1,1,51.20113046,64.94576936,23.09822582,0,89.78532516,26,19,2
29,1,43.86,8,0.055,44.61173576,57.19327893,15,1,1,68.71893011,81.22156957,34.60978178,1,101.26,0,41,2
60,1,40.39163343,8,0.051246357,51.97955307,51.51178345,13,1,1,113.6994714,63.06295752,41.32265904,1,120.63881,16,43,2
51,1,37.61228157,8,0.0482384,46.51375361,54.13868692,14,1,1,46.21406929,69.95898021,29.70831359,1,136.1678871,30,45,2
75,1,33.95570051,8,0.044281061,51.1251435,50.14194203,13,1,1,64.89596852,56.76865227,32.06810326,1,156.5983083,47,47,2
56,1,80.92348073,26,0.038495066,51.32003958,43.42721034,14,1,1,52.06697364,68.77546034,24.97976964,0,92.09646041,21,23,2
75,1,80.40462721,28,0.032799339,54.14272523,39.62951224,13,1,1,45.98901799,58.70373279,22.60685362,0,112.9435635,41,24,2
50,1,43.86,8,0.055,52.44,52.25,13,1,1,136.1861162,66.455,3125.725072,1,101.26,0,41,2
40,1,43.86,8,0.055,52.44,52.25,13,1,1,117.8522895,66.455,17928.86686,1,101.26,0,41,2
40,1,43.86,8,0.055,48.30440561,54.86148525,14,1,1,102.3429174,74.25603231,40.12889071,1,101.26,0,41,2
79,1,57.17954776,18,0.036117207,52.51033393,44.08540962,13,1,1,40.87950051,56.02953079,24.34541671,0,143.2423385,53,36,2
41,1,43.86,8,0.055,48.54611142,54.70885637,14,1,1,104.5437947,73.80009909,40.49014713,1,101.26,0,41,2
9,1,43.86,8,0.055,50.14105642,53.7017036,13,1,1,55.5,70.79153097,51368.07468,1,101.26,0,41,2
55,1,80.01569382,26,0.038899317,51.12017769,43.78683237,14,1,1,52.15105793,69.14737161,25.16249127,0,92.32090078,20,24,2
41,1,43.86,8,0.055,52.44,52.25,13,1,1,119.5379963,66.455,16567.78943,1,101.26,0,41,2
83,1,31.0075442,8,0.039856065,50.67081596,49.10669545,13,1,1,35.12165972,53.01601152,26.30457812,0,177.3855866,66,49,2
9,1,43.86,8,0.055,52.44,52.25,13,1,1,65.30813812,66.455,60354.1899,1,101.26,0,41,2
54,1,43.22240338,8,0.05430996,52.35535514,52.11429221,13,1,1,135.1651223,65.83143419,45.39316734,1,104.8224446,3,41,2
5,1,43.86,8,0.055,52.44,52.25,13,1,1,58.9415838,66.455,65494.68827,1,101.26,0,41,2
45,1,43.86,8,0.055,52.44,52.25,13,1,1,127.7864193,66.455,9907.828197,1,101.26,0,41,2
18,1,43.86,8,0.055,45.91005506,56.37343506,15,1,1,55.5,78.77253083,20255.1418,1,101.26,0,41,2
13,1,43.86,8,0.055,48.03966687,55.02865864,14,1,1,55.5,74.75541288,35915.37528,1,101.26,0,41,2
78,1,31.35598147,8,0.041467512,49.87211384,50.16191896,13,1,1,36.91538371,55.93872903,26.97287501,1,171.1237226,60,49,2
39,1,43.86,8,0.055,47.87780468,55.13086903,14,1,1,98.45845855,75.06073589,39.49128781,1,101.26,0,41,2
78,1,63.14302395,21,0.035265282,52.92948111,42.94127412,13,1,1,42.19146527,56.71618247,23.89900792,0,135.4625579,50,33,2
12,1,43.86,8,0.055,52.44,52.25,13,1,1,70.13555801,66.455,56456.42311,1,101.26,0,41,2
25,1,43.86,8,0.055,52.44,52.25,13,1,1,92.16046436,66.455,38673.0211,1,101.26,0,41,2
53,1,77.62794421,24,0.039962618,50.59448148,44.73274529,14,1,1,52.37222462,70.12560889,25.6431035,0,92.91124571,19,25,2
16,1,43.86,8,0.055,46.72491109,55.85888157,14,1,1,55.5,77.23545597,26247.23651,1,101.26,0,41,2
76,1,74.45655556,25,0.033649063,53.72466076,40.77069227,13,1,1,44.68044222,58.01885483,23.05210927,0,120.7032478,44,27,2
26,1,43.86,8,0.055,43.58042121,57.8445185,15,1,1,59.32818883,83.16695331,33.06836662,1,101.26,0,41,2
61,1,35.19213084,8,0.045619189,47.81288215,52.60033713,14,1,1,42.61701986,64.53546781,28.65015244,1,149.6899991,41,46,2
35,1,43.86,8,0.055,46.63201998,55.91753911,14,1,1,87.11483712,77.41067782,37.62932297,1,101.26,0,41,2
78,1,64.7804619,21,0.035031363,53.04456961,42.62711995,13,1,1,42.55170162,56.90472176,23.77643399,0,133.3264031,49,32,2
29,1,43.86,8,0.055,44.49177427,57.26903047,15,1,1,67.62660842,81.44785467,34.4304859,1,101.26,0,41,2
73,1,34.73050627,8,0.045119596,51.22800372,50.30685379,13,1,1,70.77129932,57.52640782,33.18223592,1,152.2692348,44,46,2
11,1,43.86,8,0.055,52.44,52.25,13,1,1,69.26795909,66.455,57156.94189,1,101.26,0,41,2
79,1,30.97808284,8,0.041058531,50.07496852,49.92171066,13,1,1,36.3537162,55.09186529,26.80764661,1,173.2351562,62,49,2
53,1,48.42380087,8,6.382087576,53.84623222,61.0804501,13,1,1,61.21876768,56.90805703,38.19252141,1,101.26,0,41,3
55,1,28.80442416,8,0.013393605,73.08813742,52.25,13,1,1,74.65873914,54.22750724,43.19193123,1,83.88940984,36,41,3
52,1,43.86,8,0.055,55.92235361,53.86879136,14,1,1,55.5,69.63048195,43.16,1,101.26,0,41,3
14,1,47.72951362,8,5.419552969,45.48525872,59.73708102,6,1,1,60.34877628,58.15741275,86.18063863,1,101.26,20,28,3
36,1,43.86,6,6.559315554,51.34,30,13,1,1,85.88,53.65183622,38.65,1,92.5968217,0,41,3
108,1,82.97587131,8,0.014350888,59.6878614,50.89374363,13,1,1,96.2757228,58.87067622,74.99293056,1,103.0961625,0,47,3
29,1,41.65020313,8,30.98546096,64.467354,44.76218365,13,1,1,159.0865981,67.95211648,34.22278955,1,101.26,2,41,3
65,1,43.86,8,0.055,53.65,52.25,13,1,1,55.5,68.81325214,43.16,1,101.26,0,41,3
97,1,55.27224067,13,0.083097616,36.90641544,70.17318949,11,1,1,54.3123496,66.455,27.11886044,1,58.48362785,0,22,3
107,1,48.15271429,10,0.078045918,36.09140816,83.2907653,12,1,1,55.05326531,66.455,15.37871429,1,27.17657145,0,8,3
62,3,43.86,12,0.055,74.20420784,66.89251595,22,1,1,55.5,66.4861448,43.16,1,101.26,0,41,3
75,1,66.37969271,24,0.114900728,49.75138581,52.5508509,11,1,1,55.7126013,49.82596791,29.96668519,1,89.53082624,28,16,3
25,1,49.51554935,8,7.888017593,46.67483839,63.1928627,13,1,1,62.58680632,54.32752899,37.00420549,1,101.26,0,41,3
56,1,93.53225265,13,0.078249638,66.10643747,52.25,6,1,1,47.814704,64.14040942,47.814704,1,101.26,0,43,3
84,1,37.51291904,8,3.142430768,54.84066516,48.52734862,13,1,1,40.96241686,89.71998145,72.16774877,1,101.26,0,41,3
58,1,52.50447054,33,2.490351836,71.56913296,33.49976872,19,1,1,51.98195914,66.55699362,43.29007882,1,101.26,0,41,3
82,1,43.86,8,0.055,55.94977486,53.88832586,14,1,1,55.5,66.94250563,43.16,1,101.26,0,41,3
50,2,35.08540556,17,0.029348432,51.39910118,54.96732715,10,1,1,55.5,66.455,36.49711383,1,91.3906678,0,41,3
116,1,32.88569978,9,0.014368809,68.23718567,53.71573533,24,1,1,53.5312827,90.40538481,83.28730505,1,53.5312827,0,41,3
56,1,59.66155401,30,2.077535226,70.98409185,36.71749481,17,1,1,50.54353162,66.59869593,43.34326438,1,101.26,0,41,3
63,3,43.86,12,0.049047293,71.40449377,65.96734242,21,1,1,55.5,66.455,43.16,1,101.26,4,41,3
35,1,60.19077181,9,0.064665482,38.99873111,52.25,10,1,1,51.64029425,66.56689903,37.78936718,1,101.26,24,57,3
111,1,87.56329636,8,0.027253021,52.50854119,52.01192849,13,1,1,81.91708239,47.06379099,78.18119097,1,101.5823122,0,60,3
74,1,56.43249832,3,0.038907446,51.87883799,50.67607526,23,1,1,50.0930897,84.19405707,58.12342393,1,50.0930897,0,41,3
86,1,26.43075735,8,0.056863431,48.80342211,55.8790322,13,1,1,55.5,66.455,39.91203947,1,92.59877193,0,37,3
94,1,30,8,4.455735501,47.82948726,58.44100867,13,1,1,39.35950487,93.73441301,75.94755393,1,101.26,0,41,3
71,1,92.21240298,11,0.065493419,62.10731627,52.25,8,1,1,56.02244635,58.96110518,56.02244635,1,101.26,0,48,3
84,1,43.87100077,8,0.055018213,36.21094188,64.21377109,12,1,1,55.49885517,82.99139036,43.16,1,101.26,0,41,3
106,1,59.71146715,3,0.055,59.90703655,20.75464567,13,1,1,26.61815705,140.6668448,77.69373437,1,52.16529638,0,41,3
36,1,43.86,6,4.582147153,51.34,30,13,1,1,85.88,53.64523906,38.65,1,90.56753575,0,41,3
26,1,43.86,8,0.052530162,27.73493372,52.25,13,1,1,55.5,66.455,33.39625199,1,101.26,38,62,3
87,1,43.86,19,0.105738495,55.80127769,61.20480136,13,1,1,55.5,72.62598564,53.82003408,1,101.26,7,26,3
43,1,43.86,6,0.034393199,52.45995723,40.78746686,13,1,1,71.15086547,61.56666663,40.83658317,1,93.33668496,0,41,3
42,1,78.72415426,12,0.075634594,54.88553918,52.25,8,1,1,47.26001121,66.69389043,40.95494988,1,101.26,11,48,3
50,1,46.88463294,15,0.080594172,37.33551352,40.16608,13,1,1,58.57577407,78.74713748,41.05590752,1,70.90408247,3,33,3
58,3,43.86,11,0.055,70.12806361,63.98873064,20,1,1,55.5,67.32042498,43.16,1,101.26,0,41,3
38,1,43.86,8,12.48489037,51.72875231,33.74447569,13,1,1,80.76731814,56.42650981,39.4089926,1,101.26,0,41,3
39,1,43.86,8,11.73056874,51.84534535,34.86750389,13,1,1,79.23394301,57.25023206,39.63662663,1,101.26,0,41,3
23,2,68.66815361,16,0.015400646,33.68584897,34.9120562,10,1,1,57.48854099,66.91678341,32.00474499,1,72.89215625,0,41,3
42,1,43.86,8,8.964668424,52.27286156,38.98535481,13,1,1,73.61145712,60.27060631,40.47130113,1,101.26,0,41,3
27,1,51.47177711,8,10.60606869,52.44258607,66.97794711,13,1,1,65.03809908,50.13269417,34.87494531,1,101.26,0,41,3
93,1,39.07115529,9,0.043573806,56.301887,44.91598852,15,1,1,52.42863737,86.7774079,74.20508591,1,27.44226458,0,41,3
78,1,43.86,9,0.016590679,49.34672434,56.08398526,15,1,1,55.5,66.455,43.16,1,101.26,26,45,3
25,1,49.52791678,8,7.905201326,46.71130255,63.2167923,13,1,1,62.60230358,54.30100892,36.99074414,1,101.26,0,41,3
21,1,46.2021174,8,3.284219628,36.90550584,56.78173821,13,1,1,58.43483998,61.43268315,40.61071743,1,101.26,0,41,3
36,1,19.2737888,8,0.048519131,57.76227181,52.25,13,0,1,55.5,66.455,40.50924395,1,101.26,6,42,3
107,1,80.55807612,8,0.007550839,63.47171087,50.30440605,13,1,1,103.8434217,65.09347659,73.3125629,1,103.8940349,0,41,3
39,1,41.49632021,8,4.778195334,54.28612462,72.31299139,13,1,1,32.09250191,69.53498681,45.62772438,1,101.26,0,41,3
48,1,94.85987038,13,0.082840333,67.5795832,52.47800418,5,1,1,44.06536238,67.52961338,43.43396619,1,100.3769807,0,41,3
65,1,45.56169324,21,0.110951484,41.62388328,45.4514478,13,1,1,57.23046583,73.37069775,41.9762134,1,84.1814121,8,25,3
21,1,43.86,8,0.030826268,30.78164983,52.25,13,1,1,55.5,66.47301265,43.16,1,101.26,0,41,3
84,1,51.15480618,11,0.067077494,36.83457896,60.08949716,11,1,1,54.74084325,77.2907962,43.16,1,101.26,0,41,3
41,1,75.79959021,11,0.07390367,52.37860404,52.25,8,1,1,47.951219,66.67385121,40.45542156,1,101.26,13,49,3
84,1,50.60988675,11,0.066175309,36.78792313,60.39804426,12,1,1,54.79755199,77.7172717,43.16,1,101.26,0,41,3
40,1,96.92588876,16,0.049901533,69.32797289,69.95721948,9,1,1,50.10124668,47.19306558,40.03510283,1,80.71493475,28,41,3
82,1,43.86,8,0.033954191,39.81913231,58.86003552,13,1,1,55.5,75.59142754,33.41623834,1,101.26,16,24,3
84,1,38.94213822,8,2.789056325,55.19082386,47.81917051,13,1,1,39.57035738,88.33506807,72.05698429,1,101.26,0,41,3
54,1,70.09357302,25,1.475822149,70.13134786,41.40758679,13,1,1,48.44690899,66.65948037,43.42078656,1,101.26,0,41,3
18,1,43.86,9,33.08991091,64.90362889,44.65769057,12,1,1,156.0362632,66.455,28.24366611,1,99.79170359,2,41,3
41,1,43.86,6,0.029786178,52.19390179,38.22481165,13,1,1,74.64989762,59.68124345,40.3171416,1,91.56528553,0,41,3
33,1,56.05275289,9,0.062216366,35.45162294,52.25,11,1,1,52.61829673,66.53854518,37.08257547,1,101.26,28,59,3
15,1,43.86,8,0.034921506,31.52960409,52.25,10,1,1,55.5,66.455,60.88332773,1,101.26,7,36,3
94,1,38.31934464,8,0.011707896,49.73120046,41.09982836,13,1,1,45.50986997,64.6990466,32.92625819,1,101.26,16,23,3
29,1,43.38159185,8,0.054917116,25.58963888,52.25,13,0,1,55.5,66.455,35.13526717,1,101.26,36,64,3
24,1,77.6099958,13,0.01814022,26.92610934,26.86057557,11,1,1,58.20529001,67.08322846,32.40293889,1,69.21284462,0,41,3
111,1,87.07145499,8,0.025869717,53.27827295,51.89204215,13,1,1,83.45654589,48.32966773,77.83936122,1,101.7446199,0,58,3
88,1,25.31756038,8,0.045925531,51.1360096,52.25,13,1,1,69.17220053,68.62178163,49.09671952,1,101.26,0,41,3
98,1,32.08894516,8,0.009138747,64.28581577,48.85756102,13,1,1,40.84176839,49.33013685,70.79803849,1,35.79423784,0,41,3
77,1,87.48707728,11,0.046783765,65.8682063,51.29098761,9,1,1,73.25561376,65.98360997,58.20649633,1,102.5583552,0,41,3
94,1,40.64655176,5,3.49579433,55.43349755,39.09390389,13,1,1,41.32932264,120.7266011,75.3295074,1,78.19348514,0,41,3
75,1,43.86,8,0.05145897,50.30018573,52.25,13,1,1,55.5,66.92280555,43.16,1,101.26,0,41,3
57,1,54.30002678,32,2.386785147,71.4223589,34.30702606,18,1,1,51.62108903,66.56745582,43.30342192,1,101.26,0,41,3
84,1,28.87303293,12,0.0759229,49.49487204,52.25,13,1,1,55.5,66.455,43.16,1,101.26,3,35,3
110,1,35.77700935,8,2.149335373,40.90352617,65.56614373,13,1,1,19.34171122,82.86828355,80.65828878,1,101.26,0,41,3
72,1,43.86,8,0.050237526,49.14469974,52.25,13,1,1,55.5,66.89617807,43.16,1,101.26,0,41,3
96,1,43.02668025,8,1.081821333,49.5668829,53.72743114,13,1,1,24.16274237,80.19315499,75.83725763,1,101.26,0,41,3
51,1,26.81388975,8,0.007892722,75.65810098,52.25,13,1,1,77.19176277,52.53882482,43.19615294,1,81.59280175,41,41,3
53,1,43.86,8,0.051966686,52.88512918,52.25,13,1,1,55.5,69.78915497,43.16,1,101.26,2,41,3
65,1,45.50594817,21,0.112230658,41.80458348,45.67415877,13,1,1,57.17377821,73.14414925,42.01499258,1,84.74088252,8,24,3
82,1,43.86,8,0.030665687,40.38307589,58.02251633,13,1,1,55.5,74.43380391,31.89373061,1,101.26,18,21,3
85,1,42.16244771,8,0.009136029,45.94320881,48.83379773,13,1,1,52.4392126,65.917009,24.9314281,1,101.26,30,10,3
87,1,49.45110238,19,0.111082814,51.93654317,54.42611931,18,1,1,52.02015496,72.37203381,51.21585749,1,82.93973471,9,22,3
17,1,43.86,8,1.75050387,44.47760943,56.94991388,13,1,1,47.34465647,66.455,29.99963147,1,101.26,32,46,3
39,1,43.86,8,11.87542463,51.82295544,34.65184356,13,1,1,79.52840416,57.09204885,39.59291301,1,101.26,0,41,3
84,1,53.55378983,12,0.071049321,37.03997917,58.73113225,11,1,1,54.49118554,75.41325673,43.16,1,101.26,0,41,3
19,1,43.86,8,25.06497023,63.26205959,39.42787861,13,1,1,207.50669,66.455,29.22382025,1,163.2408865,2,41,3
